edge_id,i,j,conductance
385,6,29,3.16375983297e-11
386,6,30,1.01632083712e-10
387,6,31,3.41308252745e-10
388,6,32,3.6809113161e-10
389,6,33,8.23251912457e-12
390,6,34,4.73522250916e-12
391,6,35,6.54770536274e-11
392,6,36,1.1080216247e-10
393,6,37,4.05805929511e-11
394,6,38,3.648181874e-11
395,6,39,3.16363115117e-10
396,6,40,3.35798719655e-10
397,6,41,3.62436900394e-11
398,6,42,3.6513347863e-11
399,6,43,1.71061587691e-10
400,6,44,1.6336055627e-10
401,6,45,3.74230420965e-11
402,6,46,3.46286113652e-11
403,6,47,4.39672858535e-10
404,6,48,3.32132145319e-10
405,6,49,1.10723546126e-10
406,6,50,3.61806879094e-11
407,6,51,2.01719851823e-10
408,6,52,4.18225704558e-10
409,6,53,3.61528838818e-11
410,6,54,3.90510045852e-11
411,6,55,5.00133595243e-10
412,6,56,4.01022949998e-10
413,6,57,3.42996153467e-10
414,6,58,4.12933274498e-10
415,6,59,3.35800300267e-10
416,6,60,3.40145844252e-10
417,6,61,5.07221731246e-10
418,6,62,3.57689959142e-10
419,6,63,3.43931616985e-10
420,7,8,0.1
421,7,9,2.61670188174e-12
422,7,10,4.93953624772e-13
423,7,11,3.8333556037e-10
424,7,12,3.36479329717e-10
425,7,13,1.1200940454e-11
426,7,14,8.30921048044e-11
427,7,15,0.1
428,7,16,0.1
429,7,17,1.62184374379e-10
430,7,18,1.38690231498e-10
431,7,19,3.14354038716e-10
432,7,20,1.66176016547e-10
433,7,21,3.14549518304e-15
434,7,22,1.20081589688e-10
435,7,23,0.1
436,7,24,0.1
437,7,25,2.48867394361e-10
438,7,26,4.07270307503e-10
439,7,27,1.1044412179e-10
440,7,28,3.99438958578e-18
441,7,29,1.53114728858e-13
442,7,30,3.12957500232e-10
443,7,31,0.1
444,7,32,0.1
445,7,33,1.85240828128e-10
446,7,34,1.42762898736e-10
447,7,35,1.78796165177e-10
448,7,36,2.68862925298e-10
449,7,37,6.51768656122e-11
450,7,38,6.0370063817e-11
451,7,39,0.1
452,7,40,0.1
453,7,41,6.35287963928e-11
454,7,42,6.29265572588e-11
455,7,43,3.4572491305e-10
456,7,44,1.84570285553e-10
457,7,45,1.50402511447e-11
458,7,46,1.09894464115e-10
459,7,47,0.1
460,7,48,0.1
461,7,49,5.57166567605e-10
462,7,50,1.47989078376e-12
463,7,51,0.136226055878
